OBJECTID,COD_CICLOVIA,DESIGNACAO,NOME_PROJETO,HIERARQUIA,TIPOLOGIA,NIVEL_SEGREGACAO,TIPO_INTERVENCAO,SITUACAO,ANO,ENTIDADE_RESP,FREGUESIA,COMPRIMENTO,COMP_KM
147533,0149,Alameda Manuel Ricardo Espírito Santo,UPCB - Alameda Manuel Ricardo Espírito Santo,Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2018,CML/DMU/DEP,Benfica,279.37,0.27937204
147534,0479,Campo Grande,Rotunda de Entrecampos,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2017,CML/DMU/DEP,Alvalade,16.94,0.01694485
147541,0100,Parque hortícola do Vale de Chelas - Parque Vale Fundão,Corredor Verde Oriental - Prolongamento da pista ciclável de ligação entre o Parque Horticola do Vale de Chelas e o Parque Vale Fundão,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2017,CML/DMEVAE,Marvila,668.4,0.66840109
147544,0295,Campo Grande,T11 - Telheiras - Campo Grande (Via Cidade Universitária),Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2009,CML/DMEVAE,Alvalade,160.18,0.16018177
147546,0198,Passeio dos Jacarandás,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,97.65,0.09764964
147550,0045,Doca do Bom Sucesso,Vela Latina,Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2021,CML/DMM; EMEL,Belém,117.83,0.11782959
147552,0508,Rua da Quinta de Santa Maria,Bairros 30+Bici - Bairro da Encarnação,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Olivais,410.85,0.41085424
147553,0508,Rua dos Eucaliptos,Bairros 30+Bici - Bairro da Encarnação,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Olivais,16.31,0.01631113
147554,0508,Praça do Norte,Bairros 30+Bici - Bairro da Encarnação,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Olivais,125.95,0.125949
147555,0508,Rua dos Lojistas,Bairros 30+Bici - Bairro da Encarnação,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Olivais,667.91,0.66790949
147556,0508,Rua dos Lojistas,Bairros 30+Bici - Bairro da Encarnação,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Olivais,726.66,0.7266598200000001
147557,0508,Rua Capitão Santiago de Carvalho,Bairros 30+Bici - Bairro da Encarnação,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Olivais,310.83,0.3108286
147558,0508,Rua Capitão Santiago de Carvalho,Bairros 30+Bici - Bairro da Encarnação,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Olivais,302.21,0.30221206
147559,0508,Praça das Casas Novas,Bairros 30+Bici - Bairro da Encarnação,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Olivais,284.97,0.28497316
147560,0508,Praça das Casas Novas,Bairros 30+Bici - Bairro da Encarnação,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Olivais,31.45,0.03145128
147561,0140,Rua Professor Gomes Teixeira,Bairro de Campo de Ourique - 1ª fase,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2021,EMEL,Campo de Ourique,209.73000000000002,0.20973387000000002
147562,0073,Avenida Almirante Reis,Avenida Almirante Reis - Fase 2,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2022,CML/DMM; CML/DMMC/DIOA,Areeiro,11.41,0.01140847
147564,0508,Praça das Casas Novas,Bairros 30+Bici - Bairro da Encarnação,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Olivais,18.490000000000002,0.0184945
147565,0508,Praça das Casas Novas,Bairros 30+Bici - Bairro da Encarnação,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Olivais,60.97,0.06096734
147566,0508,Rua da Quinta da Fonte,Bairros 30+Bici - Bairro da Encarnação,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Olivais,200.95000000000002,0.20094798
147571,0263,Passagem superior naturalizada sobre a Avenida Gago Coutinho,Corredor Verde Oriental - Passagem superior naturalizada sobre a Avenida Gago Coutinho,Principal,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMAEVCE; EMEL,Alvalade,153.55,0.15355293
147576,0523,Passeio do Tejo,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,136,0.13600331000000002
147582,0282,Quinta da Paz - Cemitério de Carnide,Quinta da Paz - Cemitério de Carnide (1ª fase),Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML/DMEVAE,Carnide,9.07,0.00906669
147583,0459,Avenida Praia da Vitória,Bairros 30+Bici - Bairro de São Sebastião,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Avenidas Novas,199.35,0.19934825
147585,0238,Avenida Calouste Gulbenkian,T16 - Avenida Calouste Gulbenkian - Praça de Espanha,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2010,CML/DMEVAE,Campolide,551.47,0.55147359
147593,0200,Ponte ciclopedonal sobre a 2ª Circular,,Complementar,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2017,CML,Lumiar,16.18,0.016184030000000002
147597,0251,Troço da Frente Ribeirinha,T18 - Cais do Sodré - Torre de Belém,Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2009,CML/DMEVAE,Belém,1488.49,1.48849275
147600,0448,Avenida General Correia Barreto,,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2009,CML,São Domingos de Benfica,1605.89,1.60589209
147615,0123,Keil do Amaral,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Ajuda,634.13,0.63412874
147616,0123,Keil do Amaral,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Alcântara,724.61,0.724613
147617,0124,Volta do Planalto,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Benfica,221.41,0.22141184
147627,0088,Avenida Álvaro Pais,Avenida Álvaro Pais,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2025,CML/DMM; EMEL,Avenidas Novas,59.92,0.05992228
147628,0088,Avenida Álvaro Pais,Avenida Álvaro Pais,Complementar,Pista Ciclável Unidirecional,Pista ciclável (separação física),Definitiva,Executado,2025,CML/DMM; EMEL,Avenidas Novas,1395.46,1.39546133
147629,0086,Avenida dos Defensores de Chaves,Avenida Defensores de Chaves,Complementar,Faixa Ciclável,Faixa ciclável (separação visual),Provisória,Executado,2019,CML/DMM,Arroios,265.75,0.26574924
147630,0136,Rota da Água,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,São Domingos de Benfica,1450.42,1.4504211900000001
147641,0162,Rua Fernando Namora,Parque Quinta da Granja Sul - Telheiras,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML,Lumiar,760.84,0.7608402400000001
147645,0055,Estrada do Desvio,Corredor Verde Periférico - Ligação Ponte/Vale da Ameixoeira e Praça,Complementar,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2021,CML/DMAEVCE; EMEL,Lumiar,173.98,0.17398315
147649,0124,Volta do Planalto,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Benfica,544.5600000000001,0.5445612
147650,0124,Volta do Planalto,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,São Domingos de Benfica,453.3,0.45330431
147651,0124,Volta do Planalto,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Campolide,982.1700000000001,0.98216545
147658,0508,Praça das Casas Novas,Bairros 30+Bici - Bairro da Encarnação,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Olivais,61.13,0.061128430000000004
147659,0508,Rua da Quinta do Morgado,Bairros 30+Bici - Bairro da Encarnação,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Olivais,352.58,0.35257905
147660,0508,Alameda da Encarnação,Bairros 30+Bici - Bairro da Encarnação,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Olivais,206.39000000000001,0.20638517
147661,0508,Rua das Escolas,Bairros 30+Bici - Bairro da Encarnação,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Olivais,441.34000000000003,0.4413361
147662,0508,Rua das Escolas,Bairros 30+Bici - Bairro da Encarnação,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Olivais,464.08,0.46407657
147663,0508,Alameda da Encarnação,Bairros 30+Bici - Bairro da Encarnação,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Olivais,214.4,0.21440021
147664,0508,Rua da Quinta do Morgado,Bairros 30+Bici - Bairro da Encarnação,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Olivais,356.06,0.356062
147671,0005,Avenida Marechal Gomes da Costa,Avenida Marechal Gomes da Costa,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2021,EMEL,Parque das Nações,383.3,0.38329766
147672,0246,Avenida Padre Cruz - Quinta das Conchas,T03C - Avenida Padre Cruz - Quinta das Conchas (1ª fase),Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML/DMEVAE,Lumiar,302.97,0.30297139
147676,0049,Corredor Verde Oriental,Corredor Verde Oriental - Quinta das Flores ligação Rio,Principal,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2021,CML/DMAEVCE; EMEL,Marvila,243.69,0.24369215
147678,0156,Montado de Monsanto,,Local,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,São Domingos de Benfica,1393.71,1.39370855
147679,0142,Rua Engº Ferreira Dias,Rua Pardal Monteiro-Rua Eng.º Ferreira Dias,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2021,EMEL,Marvila,15.4,0.01539774
147681,0411,Alameda dos Oceanos,,Principal,Pista Ciclável Unidirecional,Pista ciclável (separação física),Definitiva,Executado,2017,CML/DMM,Parque das Nações,1434.91,1.43491213
147683,0284,Corredor do Vale de Alcântara,Corredor Estruturante do Vale de Alcântara - Passagem Inferior,Principal,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2022,CML/DMAEVCE,Campolide,98.61,0.09861181000000001
147684,0251,Troço da Frente Ribeirinha,T18 - Cais do Sodré - Torre de Belém,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2009,CML/DMEVAE,Estrela,100.16,0.10016406
147685,0263,Rua Quinta da Graça,Corredor Verde Oriental - Passagem superior naturalizada sobre a Avenida Gago Coutinho,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2025,CML/DMAEVCE; EMEL,Alvalade,46.82,0.04682142
147686,0263,Rua Quinta da Graça,Corredor Verde Oriental - Passagem superior naturalizada sobre a Avenida Gago Coutinho,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2025,CML/DMAEVCE; EMEL,Marvila,19.22,0.01922417
147687,0263,Passagem superior naturalizada sobre a Avenida Gago Coutinho,Corredor Verde Oriental - Passagem superior naturalizada sobre a Avenida Gago Coutinho,Principal,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMAEVCE; EMEL,Marvila,23.16,0.02316076
147691,0522,Passeio do Sapal,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,90.41,0.09041004
147692,0661,Rua do Rio Zêzere,Quinta da Paz - Cemitério de Carnide (1ª fase),Complementar,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2016,CML,Carnide,37.85,0.03784792
147693,0071,Rua Egas Moniz,Bairros 30+Bici - Bairro dos Actores,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Areeiro,289.5,0.28949669
147694,0071,Rua Egas Moniz,Bairros 30+Bici - Bairro dos Actores,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Areeiro,37.45,0.037454970000000004
147695,0071,Rua Lucinda do Carmo,Bairros 30+Bici - Bairro dos Actores,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Areeiro,21.14,0.021138340000000002
147696,0071,Rua Augusto Machado,Bairros 30+Bici - Bairro dos Actores,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Areeiro,200.05,0.20005072000000002
147697,0071,Rua Casimiro Freire,Bairros 30+Bici - Bairro dos Actores,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Areeiro,110.81,0.11081437000000001
147698,0071,Rua José Acúrcio das Neves,Bairros 30+Bici - Bairro dos Actores,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Areeiro,109.81,0.10980794
147706,0487,Rua Correia Teles,Bairros 30+Bici - Bairro de Campo de Ourique,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campo de Ourique,138.44,0.13843963
147707,0508,Praça do Norte,Bairros 30+Bici - Bairro da Encarnação,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Olivais,282.91,0.28291226
147708,0111,Rua João da Mota e Silva,Bairros 30+Bici - Bairro da Serafina/Liberdade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,91.13,0.09113284
147709,0111,Rua da Igreja ao Bairro da Liberdade,Bairros 30+Bici - Bairro da Serafina/Liberdade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,169.43,0.16942971
147710,0111,Rua Padre José Gallea,Bairros 30+Bici - Bairro da Serafina/Liberdade,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Campolide,198.65,0.19865209
147722,0186,Rua Marquês de Subserra,Bairros 30+Bici - Bairro do Alto do Parque,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Avenidas Novas,177.48,0.17747741
147723,0186,Rua Marquês de Subserra,Bairros 30+Bici - Bairro do Alto do Parque,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2025,CML/DMM; EMEL,Avenidas Novas,171.88,0.17188383000000002
147726,0140,Travessa de Cima dos Quartéis,Bairro de Campo de Ourique - 1ª fase,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2021,EMEL,Campo de Ourique,57.93,0.05792666
147729,0253,Avenida Dr. Francisco Luís Gomes,Corredor Verde dos Olivais - Pista Ciclável Troço 24B - Parque Urbano dos Olivais/Quinta Conde dos Arcos,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2018,CML/DMEVAE,Olivais,474.78000000000003,0.47478105
147739,0176,Praça do Tejo,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,36.65,0.03664905
147754,0140,Rua de Infantaria 16,Bairro de Campo de Ourique - 1ª fase,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2021,EMEL,Campo de Ourique,421.04,0.42103805
147755,0140,Rua Francisco Metrass,Bairro de Campo de Ourique - 1ª fase,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2021,EMEL,Campo de Ourique,258.3,0.25830439
147756,0140,Rua Azedo Gneco,Bairro de Campo de Ourique - 1ª fase,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2021,EMEL,Campo de Ourique,286.37,0.28637184
147761,0093,Avenida Marechal Teixeira Rebelo,Avenida Marechal Teixeira Rebelo,Principal,Pista Ciclável Unidirecional,Pista ciclável (separação física),Provisória,Executado,Sem dados,CML,Carnide,182.32,0.18232458
147770,0008,Avenida Paulo VI,Avenida Paulo VI,Complementar,Pista Ciclável Unidirecional,Pista ciclável (separação física),Provisória,Executado,2020,EMEL,Marvila,967.9300000000001,0.96792588
147773,0271,Parque Quinta da Granja Norte - Parque Quinta Mata Mouros,Parque Quinta da Granja Norte - Parque Quinta Mata Mouros,Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML,Benfica,158.13,0.15813095
147775,0164,Alameda da Encarnação,Zona 30 - Bairro da Encarnação,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2019,CML/DMM,Olivais,357.78000000000003,0.35778425
147778,0038,Rua Luís Augusto Palmeirim,Rua Luís Augusto Palmeirim,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2020,CML/DMM; EMEL,Alvalade,303.97,0.30396554000000003
147780,0237,Telheiras-Campo Grande,Interface Campo Grande,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2020,CML/DMM,Lumiar,372.15000000000003,0.37214938000000003
147781,0232,Telheiras-Campo Grande,,Complementar,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2010,CML,Lumiar,43.51,0.04350919
147783,0046,Rua Finisterra,Alameda dos Oceanos Sul,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2021,CML/DMM; EMEL,Parque das Nações,106.06,0.10606452
147788,0393,Eixo Central,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2023,CML,Santa Clara,138.3,0.13829727
147789,0393,Eixo Central,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2023,CML,Santa Clara,160.4,0.16040409
147791,0044,Estrada da Circunvalação,Parque Florestal de Monsanto - Troço T25 - Parque de Campismo de Lisboa/Rotunda de Pina Manique,Principal,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2021,CML/DMAEVCE; EMEL,Benfica,77.56,0.07755897
147793,0673,Avenida Cidade de Praga,ZON - Avenida Cidade de Praga,Principal,Pista Ciclável Unidirecional,Pista ciclável (separação física),Definitiva,Executado,2017,CML/DMU/DEP,Carnide,1024.84,1.02483613
147798,0645,Avenida Infante Dom Henrique,Estação Sul e Sueste,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2021,CML/DMU/DEP,Santa Maria Maior,11.15,0.01114646
147799,0251,Troço da Frente Ribeirinha,T18 - Cais do Sodré - Torre de Belém,Local,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2009,CML/DMEVAE,Belém,297.51,0.29750603000000003
147800,0198,Passeio dos Jacarandás,,Local,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,49.52,0.04951828
147816,0050,Via do Oriente,Alameda dos Oceanos Norte,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2020,EMEL,Parque das Nações,14.89,0.014887840000000001
147828,0629,Tapada da Ajuda,Tapada da Ajuda,Local,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2021,ISA; CML/DMAEVCE,Alcântara,104.95,0.10494846000000001
147832,0084,Avenida Almirante Reis,Avenida Afonso Costa,Principal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2021,CML/DMM; EMEL,Areeiro,137.31,0.13731148
